recipe_id	difficulty	date_x	has_picture	num_reviews	avg_rating	stars	prep_time	printed_total	printed_last_month	saved_total	saved_last_month	author_registered	author_posts	days_exists	author_reg	printed_per_day	saved_per_day	posts_per_day	Backpulver_ing	Butter_ing	Ei_ing	Gemüsebrühe_ing	Kartoffel_ing	Knoblauchzehe_ing	Mehl_ing	Milch_ing	Olivenöl_ing	Paprikapulver_ing	Pfeffer_ing	Sahne_ing	Salz_ing	Salz und Pfeffer_ing	Tomate_ing	Wasser_ing	Zucker_ing	Zwiebel_ing	Öl_ing	Afrika_tag	Asien_tag	Auflauf_tag	Aufstrich_tag	Babynahrung_tag	Backen_tag	Basisrezepte_tag	Beilage_tag	Braten_tag	Brot oder Brötchen_tag	Brotspeise_tag	Camping_tag	China_tag	Creme_tag	Dessert_tag	Deutschland_tag	Dips_tag	Dünsten_tag	Ei_tag	Eier_tag	Eier oder Käse_tag	Einlagen_tag	Eintopf_tag	Eis_tag	Ernährungskonzepte_tag	Europa_tag	Festlich_tag	Fingerfood_tag	Fisch_tag	Fleisch_tag	Frankreich_tag	Frittieren_tag	Frucht_tag	Früchte_tag	Frühling_tag	Frühstück_tag	Geflügel_tag	Gemüse_tag	Getreide_tag	Getränk_tag	Gewürze Öl Essig Pasten_tag	Grillen_tag	Großbritannien_tag	Grundrezepte_tag	Halloween_tag	Haltbarmachen_tag	Hauptspeise_tag	Herbst_tag	Hülsenfrüchte_tag	Italien_tag	Kartoffel_tag	Kartoffeln_tag	Kekse_tag	Kinder_tag	Konfiserie_tag	Krustentier oder Fisch_tag	Krustentier oder Muscheln_tag	Kuchen_tag	Käse_tag	Lamm oder Ziege_tag	Likör_tag	Meeresfrüchte_tag	Mehlspeisen_tag	Mikrowelle_tag	Mittlerer- und Naher Osten_tag	Nudeln_tag	Osteuropa_tag	Party_tag	Pasta_tag	Pilze_tag	Pizza_tag	Reis_tag	Resteverwertung_tag	Rind_tag	Salat_tag	Saucen_tag	Schmoren_tag	Schnell_tag	Schwein_tag	Shake_tag	Silvester_tag	Snack_tag	Sommer_tag	Spanien_tag	Studentenküche_tag	Suppe_tag	Süßspeise_tag	Tarte_tag	Thailand_tag	Torte_tag	Trennkost_tag	Türkei_tag	Ungarn_tag	Vegan_tag	Vegetarisch_tag	Vollwert_tag	Vorspeise_tag	Weihnachten_tag	Wild_tag	Winter_tag	Wok_tag	Wursten_tag	einfach_tag	fettarm_tag	gebunden_tag	gekocht_tag	kalorienarm_tag	kalt_tag	klar_tag	marinieren_tag	raffiniert oder preiswert_tag	warm_tag	Ägypten_tag	Überbacken_tag
recipe-3400961506512510	normal	2017-09-27	yes	0.0	2.5	unb	40.0	9.0	1.0	2.0	0.0	2009-04-11	3674.0	6	3097	0.4054651081081644	-1.0986122886681098	0.17084708580186822	0	0	0	0	0	1	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
recipe-3401621506624897	simpel	2017-09-29	yes	0.0	2.5	unb	10.0	21.0	9.0	2.0	1.0	2011-03-13	9050.0	4	2396	1.6582280766035324	-0.6931471805599453	1.3289640774586318	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3401601506620954	normal	2017-09-29	no	0.0	2.5	unb	20.0	1.0	1.0	1.0	0.0	2008-07-29	34.0	4	3353	-1.3862943611198906	-1.3862943611198906	-4.591250221850067	0	0	0	0	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
recipe-3400491506415776	normal	2017-09-26	yes	0.0	2.5	unb	30.0	6.0	3.0	4.0	0.0	2005-11-01	11874.0	7	4354	-0.15415067982725836	-0.5596157879354228	1.003256173036128	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3399721506253134	normal	2017-09-26	yes	0.0	2.5	unb	30.0	7.0	0.0	1.0	1.0	2007-04-03	35800.0	7	3836	0.0	-1.9459101490553135	2.233517736385463	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3402681506795362	simpel	2017-10-01	yes	0.0	2.5	unb	10.0	3.0	3.0	0.0	0.0	2011-03-13	9058.0	2	2396	0.4054651081081644	-inf	1.3298476648808193	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3399881506271604	normal	2017-09-28	yes	1.0	3.33	3_5	30.0	9.0	1.0	0.0	0.0	2017-08-19	0.0	5	45	0.5877866649021191	-inf	-inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3398371506008951	simpel	2017-09-26	yes	1.0	3.33	3_5	15.0	48.0	5.0	9.0	4.0	2017-09-07	0.0	7	26	1.9252908618525775	0.25131442828090617	-inf	0	0	0	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
recipe-3398881506089299	normal	2017-09-27	yes	0.0	2.5	unb	25.0	12.0	1.0	7.0	1.0	2014-08-30	0.0	6	1130	0.6931471805599453	0.15415067982725836	-inf	0	0	0	1	0	1	0	0	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0
recipe-3399631506241650	simpel	2017-09-28	yes	0.0	2.5	unb	20.0	5.0	2.0	2.0	0.0	2016-12-04	0.0	5	303	0.0	-0.916290731874155	-inf	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3400941506508961	normal	2017-09-27	yes	0.0	2.5	unb	40.0	10.0	0.0	1.0	0.0	2009-04-11	3674.0	6	3097	0.5108256237659907	-1.791759469228055	0.17084708580186822	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3397521505889284	simpel	2017-09-26	yes	0.0	2.5	unb	15.0	5.0	0.0	1.0	0.0	2017-05-03	0.0	7	153	-0.3364722366212129	-1.9459101490553135	-inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
recipe-3401561506618199	normal	2017-09-29	yes	1.0	3.0	3	10.0	23.0	15.0	9.0	5.0	2009-09-04	2086.0	4	2951	1.749199854809259	0.8109302162163288	-0.34689573938222173	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3399861506269564	simpel	2017-09-28	yes	0.0	2.5	unb	10.0	19.0	3.0	3.0	2.0	2015-11-14	0.0	5	689	1.33500106673234	-0.5108256237659907	-inf	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
recipe-3402671506794652	normal	2017-10-01	yes	1.0	3.33	3_5	10.0	1.0	1.0	8.0	8.0	2014-10-05	518.0	2	1094	-0.6931471805599453	1.3862943611198906	-0.7476207407224434	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3402631506791355	simpel	2017-10-01	no	0.0	2.5	unb	15.0	2.0	2.0	1.0	1.0	2012-12-09	1206.0	2	1759	0.0	-0.6931471805599453	-0.37743636745042747	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
recipe-3398361506008859	simpel	2017-09-26	yes	1.0	3.0	3	10.0	9.0	1.0	4.0	0.0	2006-09-26	24379.0	7	4025	0.25131442828090617	-0.5596157879354228	1.801197195114134	0	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0
recipe-3398871506089175	simpel	2017-09-27	yes	1.0	3.33	3_5	20.0	16.0	0.0	1.0	0.0	2016-10-02	1.0	6	366	0.9808292530117262	-1.791759469228055	-5.902633333401366	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
recipe-3398851506087735	simpel	2017-09-27	no	0.0	2.5	unb	15.0	6.0	0.0	0.0	0.0	2016-01-29	0.0	6	613	0.0	-inf	-inf	0	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3396851505760091	simpel	2017-09-25	yes	5.0	4.0	4	30.0	108.0	11.0	13.0	1.0	2014-12-13	0.0	8	1025	2.6026896854443837	0.4855078157817008	-inf	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0
recipe-3399621506241048	simpel	2017-09-28	yes	0.0	2.5	unb	25.0	22.0	10.0	3.0	0.0	2016-06-22	0.0	5	468	1.4816045409242156	-0.5108256237659907	-inf	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3400821506454108	simpel	2017-09-27	yes	0.0	2.5	unb	15.0	3.0	0.0	1.0	0.0	2015-09-22	0.0	6	742	-0.6931471805599453	-1.791759469228055	-inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
recipe-3397341505842636	simpel	2017-09-26	yes	0.0	2.5	unb	10.0	2.0	0.0	0.0	0.0	2017-09-19	0.0	7	14	-1.252762968495368	-inf	-inf	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
recipe-3400851506457473	pfiffig	2017-09-29	yes	0.0	2.5	unb	30.0	2.0	1.0	0.0	0.0	2011-12-06	14.0	4	2128	-0.6931471805599453	-inf	-5.0238805208462765	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
recipe-3398891506089358	normal	2017-09-28	yes	0.0	2.5	unb	20.0	26.0	6.0	4.0	0.0	2013-03-22	0.0	5	1656	1.6486586255873816	-0.2231435513142097	-inf	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3400621506438631	simpel	2017-09-28	no	0.0	2.5	unb	10.0	7.0	3.0	1.0	0.0	2003-10-31	78.0	5	5086	0.3364722366212129	-1.6094379124341003	-4.177538119292473	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
recipe-3401371506594323	normal	2017-09-28	no	0.0	2.5	unb	15.0	7.0	1.0	4.0	1.0	2002-01-17	1985.0	5	5738	0.3364722366212129	-0.2231435513142097	-1.0614918034200194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0
recipe-3399851506268717	simpel	2017-09-28	no	1.0	3.33	3_5	20.0	9.0	1.0	3.0	0.0	2008-04-25	2.0	5	3448	0.5877866649021191	-0.5108256237659907	-7.452402451223638	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	0
recipe-3398721506074939	simpel	2017-09-27	yes	0.0	2.5	unb	60.0	29.0	5.0	1.0	0.0	2012-02-09	1.0	6	2063	1.575536360758419	-1.791759469228055	-7.631916513071252	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3399841506267114	simpel	2017-09-28	no	0.0	2.5	unb	10.0	2.0	1.0	3.0	0.0	2017-09-21	0.0	5	12	-0.916290731874155	-0.5108256237659907	-inf	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3398711506074715	simpel	2017-09-27	no	0.0	2.5	unb	15.0	7.0	1.0	1.0	0.0	2015-10-05	0.0	6	729	0.15415067982725836	-1.791759469228055	-inf	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3399831506265868	simpel	2017-09-28	no	0.0	2.5	unb	20.0	9.0	3.0	0.0	0.0	2017-09-20	0.0	5	13	0.5877866649021191	-inf	-inf	0	1	0	0	0	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0
recipe-3398691506073106	simpel	2017-09-27	no	0.0	2.5	unb	15.0	7.0	0.0	2.0	0.0	2015-10-05	0.0	6	729	0.15415067982725836	-1.0986122886681098	-inf	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
recipe-3399811506262220	normal	2017-09-28	no	0.0	2.5	unb	30.0	4.0	1.0	2.0	0.0	2016-04-22	0.0	5	529	-0.2231435513142097	-0.916290731874155	-inf	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
recipe-3398321506005398	simpel	2017-09-26	yes	1.0	3.0	3	30.0	62.0	9.0	10.0	0.0	2012-11-22	0.0	7	1776	2.181224235989778	0.3566749439387324	-inf	0	1	1	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
